Title,score,budget,gross,Profitability,Marketing Amount,Pre-Production Amount,VFX Amount,Post Production Amount,Music Amount,Distribution Amount,released_epoch,genre_encoded,star_encoded,success
Welcome to Mooseport,5.2,0.084269663,0.005133065,0.051528885,0.056179775,0.102996255,0.019230769,0.084269663,0.084269663,0.084269663,1077235200,4,878,0
Ghost in the Shell 2: Innocence,7.5,0.212879767,0.003438287,0.033246525,0.113535876,0.165573152,0.291481527,0.28383969,0.266099709,0.212879767,1095984000,2,34,0
Clifford's Really Big Movie,5.4,0.000196629,0.00114336,0.058237146,0.000104869,0.000152934,0.000269231,0.000262172,0.000245787,0.000196629,1082678400,2,1313,1
Summer Storm,7.2,0.063505062,0.000736463,0.049677189,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,1094083200,4,2255,0
Melinda and Melinda,6.4,0.063505062,0.007069753,0.056191144,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,1112918400,4,2757,0
Harry Potter and the Goblet of Fire,7.7,0.421348315,0.314928242,0.326813131,0.421348315,0.421348315,0.384615385,0.421348315,0.421348315,0.421348315,1132272000,1,553,1
The 40-Year-Old Virgin,7.1,0.073033708,0.062298316,0.111769795,0.048689139,0.089263421,0.016666667,0.073033708,0.073033708,0.073033708,1124409600,4,2505,1
Memoirs of a Geisha,7.3,0.238764045,0.056982414,0.084989356,0.111423221,0.344881398,0.054487179,0.238764045,0.238764045,0.238764045,1135296000,6,2808,0
Pride & Prejudice,7.8,0.078651685,0.042713747,0.090904079,0.03670412,0.11360799,0.017948718,0.078651685,0.078651685,0.078651685,1132704000,6,1465,1
Batman Begins,8.2,0.421348315,0.131236261,0.137881088,0.421348315,0.421348315,0.384615385,0.421348315,0.421348315,0.421348315,1118793600,0,443,0
The Descent,7.2,0.128394351,0.020065011,0.061212358,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,1154649600,1,2433,0
Brokeback Mountain,7.7,0.039325843,0.062538589,0.116351747,0.01835206,0.056803995,0.008974359,0.039325843,0.039325843,0.039325843,1137110400,6,1064,1
Sin City,8.0,0.112359551,0.055749945,0.099977326,0.059925094,0.13732834,0.051282051,0.112359551,0.168539326,0.112359551,1112313600,5,1903,0
Charlie and the Chocolate Factory,6.6,0.421348315,0.166816892,0.174476705,0.421348315,0.421348315,0.384615385,0.421348315,0.421348315,0.421348315,1121385600,1,1322,0
V for Vendetta,8.1,0.151685393,0.046540069,0.085447429,0.151685393,0.151685393,0.138461538,0.151685393,0.151685393,0.151685393,1142553600,0,1014,0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,0.505617978,0.261660939,0.261189242,0.505617978,0.505617978,0.461538462,0.505617978,0.505617978,0.505617978,1134086400,1,2611,1
Wedding Crashers,6.9,0.112359551,0.101314612,0.146841787,0.074906367,0.13732834,0.025641026,0.112359551,0.112359551,0.112359551,1121385600,4,2050,1
War of the Worlds,6.5,0.370786517,0.212090236,0.22754377,0.370786517,0.370786517,0.338461538,0.370786517,0.370786517,0.370786517,1120003200,1,2636,1
Kingdom of Heaven,7.2,0.365168539,0.076608277,0.088919477,0.365168539,0.365168539,0.333333333,0.365168539,0.365168539,0.365168539,1115337600,0,2043,0
Constantine,7.0,0.280898876,0.081090539,0.104366665,0.280898876,0.280898876,0.256410256,0.280898876,0.280898876,0.280898876,1108684800,0,1460,0
Star Wars: Episode III - Revenge of the Sith,7.5,0.31741573,0.30499314,0.32996033,0.31741573,0.31741573,0.28974359,0.31741573,0.31741573,0.31741573,1116460800,0,968,1
King Kong,7.2,0.581460674,0.197511353,0.185456344,0.581460674,0.581460674,0.530769231,0.581460674,0.581460674,0.581460674,1134518400,0,1955,0
The Hitchhiker's Guide to the Galaxy,6.7,0.140449438,0.036694549,0.076765994,0.140449438,0.140449438,0.128205128,0.140449438,0.140449438,0.140449438,1114732800,1,1762,0
Fantastic Four,5.7,0.280898876,0.117143341,0.141447923,0.280898876,0.280898876,0.256410256,0.280898876,0.280898876,0.280898876,1120780800,0,1031,0
Green Street Hooligans,7.4,0.062819005,0.001339792,0.050385955,0.033503469,0.076778783,0.028671238,0.062819005,0.094228507,0.062819005,1126224000,5,731,0
Serenity,7.8,0.109550562,0.014204999,0.057608489,0.109550562,0.109550562,0.1,0.109550562,0.109550562,0.109550562,1128038400,0,1970,0
Mr. & Mrs. Smith,6.5,0.308988764,0.171143488,0.193376142,0.308988764,0.308988764,0.282051282,0.308988764,0.308988764,0.308988764,1118361600,0,293,1
The Island,6.8,0.353932584,0.057230444,0.070433806,0.353932584,0.353932584,0.323076923,0.353932584,0.353932584,0.353932584,1121990400,0,2366,0
Waiting...,6.7,0.008426966,0.006545865,0.062735346,0.005617978,0.010299625,0.001923077,0.008426966,0.008426966,0.008426966,1128643200,4,2314,1
Match Point,7.6,0.042134831,0.030077714,0.082603646,0.019662921,0.060861423,0.009615385,0.042134831,0.042134831,0.042134831,1137715200,6,2366,1
Hostel,5.9,0.013483146,0.028792672,0.084966549,0.008988764,0.013483146,0.006153846,0.013483146,0.020224719,0.013483146,1136505600,10,1151,1
Sky High,6.2,0.098314607,0.030334509,0.075643057,0.098314607,0.098314607,0.08974359,0.098314607,0.098314607,0.098314607,1122595200,1,1543,0
Assault on Precinct 13,6.3,0.084269663,0.012396002,0.058999008,0.084269663,0.084269663,0.076923077,0.084269663,0.084269663,0.084269663,1106092800,0,794,0
Madagascar,6.9,0.210674157,0.190381796,0.22580649,0.112359551,0.163857678,0.288461538,0.280898876,0.263342697,0.210674157,1117152000,2,439,1
Hard Candy,7.1,0.002668539,0.002466316,0.059279955,0.001245318,0.003854557,0.000608974,0.002668539,0.002668539,0.002668539,1146182400,6,2075,1
The Sisterhood of the Traveling Pants,6.5,0.070224719,0.014755969,0.063232474,0.046816479,0.085830212,0.016025641,0.070224719,0.070224719,0.070224719,1117584000,4,98,0
The Longest Yard,6.4,0.230337079,0.067246224,0.096629661,0.153558052,0.281523096,0.052564103,0.230337079,0.230337079,0.230337079,1117152000,4,19,0
Red Eye,6.5,0.073033708,0.033807474,0.082466212,0.038951311,0.089263421,0.033333333,0.073033708,0.109550562,0.073033708,1124409600,17,2157,0
House of Wax,5.4,0.112359551,0.0241518,0.067477801,0.074906367,0.112359551,0.051282051,0.112359551,0.168539326,0.112359551,1115337600,10,384,0
Four Brothers,6.8,0.126404494,0.032443515,0.074199871,0.126404494,0.126404494,0.115384615,0.126404494,0.126404494,0.126404494,1120176000,0,1752,0
The Dukes of Hazzard,5.1,0.140449438,0.039009452,0.079146933,0.093632959,0.171660424,0.032051282,0.140449438,0.140449438,0.140449438,1123200000,4,2396,0
The Interpreter,6.4,0.224719101,0.057228954,0.087049107,0.119850187,0.274656679,0.102564103,0.224719101,0.337078652,0.224719101,1114128000,5,2000,0
Walk the Line,7.8,0.078651685,0.065606545,0.114449924,0.03670412,0.096129838,0.017948718,0.078651685,0.078651685,0.078651685,1132272000,3,1257,1
Lords of Dogtown,7.1,0.070224719,0.004710501,0.052900445,0.032771536,0.085830212,0.016025641,0.070224719,0.070224719,0.070224719,1117756800,3,970,0
Munich,7.5,0.196629213,0.046003092,0.079115366,0.196629213,0.196629213,0.179487179,0.196629213,0.196629213,0.196629213,1136505600,0,778,0
Kiss Kiss Bang Bang,7.5,0.042134831,0.005544005,0.057370081,0.028089888,0.051498127,0.009615385,0.042134831,0.042134831,0.042134831,1132272000,4,2242,0
The Constant Gardener,7.4,0.070224719,0.028964161,0.077845973,0.032771536,0.101435705,0.016025641,0.070224719,0.070224719,0.070224719,1125446400,6,2169,0
The Pacifier,5.6,0.157303371,0.069764556,0.108611955,0.157303371,0.157303371,0.143589744,0.157303371,0.157303371,0.157303371,1109894400,0,2722,0
A History of Violence,7.4,0.08988764,0.021559451,0.067701385,0.041947566,0.129837703,0.020512821,0.08988764,0.08988764,0.08988764,1128038400,6,2720,0
The Devil's Rejects,6.8,0.019662921,0.007341079,0.062108302,0.013108614,0.019662921,0.008974359,0.019662921,0.029494382,0.019662921,1121990400,10,2452,0
Hitch,6.6,0.196629213,0.130510038,0.166032987,0.131086142,0.240324594,0.044871795,0.196629213,0.196629213,0.196629213,1108080000,4,2762,1
Mirrormask,6.8,0.011235955,0.000304504,0.055954706,0.011235955,0.011235955,0.01025641,0.011235955,0.011235955,0.011235955,1141344000,1,2487,0
Rent,6.9,0.112359551,0.011123246,0.05407759,0.052434457,0.162297129,0.025641026,0.112359551,0.112359551,0.112359551,1132704000,6,2569,0
Robots,6.3,0.210674157,0.092198381,0.124822261,0.112359551,0.163857678,0.288461538,0.280898876,0.263342697,0.210674157,1110499200,2,804,0
Jarhead,7.0,0.202247191,0.034094752,0.066144853,0.202247191,0.202247191,0.184615385,0.202247191,0.202247191,0.202247191,1131062400,0,1064,0
Into the Blue,5.9,0.140449438,0.016197298,0.055684031,0.140449438,0.140449438,0.128205128,0.140449438,0.140449438,0.140449438,1128038400,0,2096,0
Saw II,6.6,0.011235955,0.051891721,0.109013518,0.007490637,0.011235955,0.005128205,0.011235955,0.016853933,0.011235955,1130457600,10,680,1
Revolver,6.4,0.163158987,0.002513238,0.038689171,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,1127347200,0,1145,0
Flightplan,6.3,0.154494382,0.078457317,0.117913924,0.072097378,0.223158552,0.03525641,0.154494382,0.154494382,0.154494382,1127433600,6,1261,1
Coach Carter,7.3,0.084269663,0.026927617,0.073945156,0.039325843,0.102996255,0.019230769,0.084269663,0.084269663,0.084269663,1105660800,3,2344,0
Dark Water,5.6,0.084269663,0.024008138,0.070942395,0.039325843,0.121722846,0.019230769,0.084269663,0.084269663,0.084269663,1120780800,6,1183,0
Lord of War,7.6,0.140449438,0.025504316,0.065256545,0.140449438,0.140449438,0.128205128,0.140449438,0.140449438,0.140449438,1126828800,0,1998,0
Zathura: A Space Adventure,6.2,0.18258427,0.022856859,0.057115033,0.18258427,0.18258427,0.166666667,0.18258427,0.18258427,0.18258427,1131667200,0,1359,0
The Quiet,6.2,0.00252809,0.000133961,0.056899128,0.001348315,0.003089888,0.001153846,0.00252809,0.003792135,0.00252809,1156464000,5,351,0
The Amityville Horror,6.0,0.053370787,0.037761529,0.089061711,0.035580524,0.053370787,0.024358974,0.053370787,0.08005618,0.053370787,1113523200,10,2314,1
Be Cool,5.6,0.148876404,0.033633802,0.072534229,0.099250936,0.18196005,0.033974359,0.148876404,0.148876404,0.148876404,1109894400,4,1319,0
Just Friends,6.2,0.063505062,0.017920559,0.067351484,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,1132704000,4,2314,0
"Yours, Mine & Ours",5.5,0.126404494,0.025520421,0.067079287,0.084269663,0.154494382,0.028846154,0.126404494,0.126404494,0.126404494,1132704000,4,639,0
Cinderella Man,8.0,0.247191011,0.038121014,0.064506202,0.115355805,0.302122347,0.056410256,0.247191011,0.247191011,0.247191011,1117756800,3,2304,0
Nanny McPhee,6.6,0.070224719,0.043296855,0.092587527,0.046816479,0.085830212,0.016025641,0.070224719,0.070224719,0.070224719,1138320000,4,770,1
The Brothers Grimm,5.9,0.247191011,0.036988816,0.063341707,0.247191011,0.247191011,0.225641026,0.247191011,0.247191011,0.247191011,1125014400,0,1790,0
Sahara,6.0,0.365168539,0.041879185,0.05319969,0.365168539,0.365168539,0.333333333,0.365168539,0.365168539,0.365168539,1112918400,0,1803,0
Corpse Bride,7.3,0.112359551,0.041475456,0.085295638,0.059925094,0.087390762,0.153846154,0.149812734,0.140449438,0.112359551,1127433600,2,1322,0
Transporter 2,6.3,0.08988764,0.031287505,0.077706945,0.08988764,0.08988764,0.082051282,0.08988764,0.08988764,0.08988764,1125619200,0,1145,0
Two for the Money,6.3,0.098314607,0.010721415,0.055470474,0.052434457,0.120162297,0.044871795,0.098314607,0.14747191,0.098314607,1128643200,5,1803,0
The New World,6.7,0.084269663,0.01732719,0.064070864,0.039325843,0.102996255,0.019230769,0.084269663,0.084269663,0.084269663,1137715200,3,489,0
Brick,7.3,0.00133427,0.001386455,0.058340876,0.00133427,0.00133427,0.001217949,0.00133427,0.00133427,0.00133427,1144972800,0,1351,1
Wolf Creek,6.2,0.002808989,0.010850764,0.067885518,0.001872659,0.002808989,0.001282051,0.002808989,0.004213483,0.002808989,1135468800,10,1972,1
Breakfast on Pluto,7.2,0.063505062,0.001384585,0.050343799,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,1136505600,4,474,0
The Exorcism of Emily Rose,6.7,0.053370787,0.050984985,0.102662384,0.024906367,0.077091136,0.012179487,0.053370787,0.053370787,0.053370787,1126224000,6,1568,1
Elektra,4.7,0.120786517,0.020017814,0.062142181,0.120786517,0.120786517,0.11025641,0.120786517,0.120786517,0.120786517,1105660800,0,1184,0
Doom,5.2,0.168539326,0.02039589,0.056390038,0.168539326,0.168539326,0.153846154,0.168539326,0.168539326,0.168539326,1129852800,0,1428,0
The Legend of Zorro,6.0,0.210674157,0.05001326,0.081433752,0.210674157,0.210674157,0.192307692,0.210674157,0.210674157,0.210674157,1130457600,0,171,0
Cheaper by the Dozen 2,5.5,0.168539326,0.045712439,0.082428777,0.168539326,0.168539326,0.153846154,0.168539326,0.168539326,0.168539326,1135123200,1,2510,0
Æon Flux,5.5,0.174157303,0.018727454,0.053951538,0.174157303,0.174157303,0.158974359,0.174157303,0.174157303,0.174157303,1133481600,0,401,0
Son of the Mask,2.2,0.235955056,0.021066513,0.04841014,0.157303371,0.288389513,0.053846154,0.235955056,0.235955056,0.235955056,1108684800,4,1106,0
Rumor Has It...,5.5,0.196629213,0.031234939,0.063925932,0.131086142,0.240324594,0.044871795,0.196629213,0.196629213,0.196629213,1135468800,4,1179,0
The Producers,6.3,0.126404494,0.013372682,0.054585017,0.084269663,0.154494382,0.028846154,0.126404494,0.126404494,0.126404494,1135468800,4,1971,0
The Ringer,5.8,0.063505062,0.014204055,0.063528962,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,1135296000,4,1323,0
Kicking & Screaming,5.6,0.126404494,0.019692864,0.061085491,0.084269663,0.154494382,0.028846154,0.126404494,0.126404494,0.126404494,1115942400,4,2757,0
The Cave,5.1,0.084269663,0.011694267,0.058277255,0.084269663,0.084269663,0.076923077,0.084269663,0.084269663,0.084269663,1125014400,0,2144,0
Lady Vengeance,7.6,0.062819005,0.008370948,0.057617684,0.033503469,0.076778783,0.028671238,0.062819005,0.094228507,0.062819005,1122595200,5,1953,0
Broken Flowers,7.2,0.028089888,0.016623066,0.070571364,0.018726592,0.034332085,0.006410256,0.028089888,0.028089888,0.028089888,1125014400,4,255,1
Fun with Dick and Jane,6.2,0.280898876,0.071887671,0.094901274,0.187265918,0.343320849,0.064102564,0.280898876,0.280898876,0.280898876,1135123200,4,1236,0
Imagine Me & You,6.8,0.022191011,0.000925563,0.055184663,0.014794007,0.027122347,0.005064103,0.022191011,0.022191011,0.022191011,1148515200,4,2144,0
The Family Stone,6.3,0.050561798,0.032622549,0.08413737,0.033707865,0.061797753,0.011538462,0.050561798,0.050561798,0.050561798,1134691200,4,645,1
Just Like Heaven,6.7,0.162921348,0.036124179,0.073289469,0.108614232,0.199126092,0.037179487,0.162921348,0.162921348,0.162921348,1126828800,4,2193,0
Capote,7.3,0.019662921,0.017324601,0.072376618,0.00917603,0.024032459,0.004487179,0.019662921,0.019662921,0.019662921,1138924800,3,2137,1
The Skeleton Key,6.5,0.120786517,0.033008705,0.075503655,0.056367041,0.174469413,0.027564103,0.120786517,0.120786517,0.120786517,1123804800,6,1436,0
The Squid and the Whale,7.3,0.004213483,0.003897847,0.060553643,0.002808989,0.005149813,0.000961538,0.004213483,0.004213483,0.004213483,1134691200,4,2049,1
Land of the Dead,6.2,0.042134831,0.016533215,0.068672772,0.028089888,0.042134831,0.019230769,0.042134831,0.063202247,0.042134831,1119571200,10,1303,0
Man of the House,5.4,0.112359551,0.007578419,0.050431642,0.074906367,0.13732834,0.025641026,0.112359551,0.112359551,0.112359551,1109289600,4,2658,0
Elizabethtown,6.4,0.126404494,0.018320866,0.059674354,0.084269663,0.154494382,0.028846154,0.126404494,0.126404494,0.126404494,1129248000,4,2043,0
Chicken Little,5.7,0.421348315,0.110434017,0.116485432,0.224719101,0.327715356,0.576923077,0.561797753,0.526685393,0.421348315,1131062400,2,2795,0
Monster-in-Law,5.6,0.120786517,0.054599187,0.097710034,0.080524345,0.147627965,0.027564103,0.120786517,0.120786517,0.120786517,1115942400,4,1187,0
Domino,5.9,0.140449438,0.008072582,0.047327546,0.140449438,0.140449438,0.128205128,0.140449438,0.140449438,0.140449438,1129248000,0,1465,0
The Ring Two,5.4,0.140449438,0.057598092,0.098265839,0.093632959,0.140449438,0.064102564,0.140449438,0.210674157,0.140449438,1111104000,10,1955,0
London,6.5,0.064366879,7.15e-06,0.048816243,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,1139529600,6,1221,0
Deuce Bigalow: European Gigolo,4.7,0.061797753,0.015843225,0.065434451,0.041198502,0.075530587,0.014102564,0.061797753,0.061797753,0.061797753,1123804800,4,2236,0
Harsh Times,6.9,0.005617978,0.00209666,0.058520457,0.005617978,0.005617978,0.005128205,0.005617978,0.005617978,0.005617978,1163116800,0,443,0
Diary of a Mad Black Woman,5.8,0.015449438,0.017789892,0.073397035,0.010299625,0.018882647,0.003525641,0.015449438,0.015449438,0.015449438,1109289600,4,1513,1
Herbie Fully Loaded,4.8,0.140449438,0.050626748,0.091095628,0.140449438,0.140449438,0.128205128,0.140449438,0.140449438,0.140449438,1119398400,1,1627,0
Wallace & Gromit: The Curse of the Were-Rabbit,7.4,0.084269663,0.06818416,0.116378598,0.04494382,0.065543071,0.115384615,0.112359551,0.105337079,0.084269663,1128643200,2,2128,1
Casanova,6.5,0.128394351,0.013237929,0.054190525,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,1136505600,1,970,0
The Jacket,7.1,0.081460674,0.00763307,0.054461442,0.038014981,0.117665418,0.018589744,0.081460674,0.081460674,0.081460674,1109894400,6,24,0
The Wedding Date,6.2,0.042134831,0.016540967,0.068680746,0.028089888,0.051498127,0.009615385,0.042134831,0.042134831,0.042134831,1107475200,4,645,0
Thank You for Smoking,7.6,0.018258427,0.013810898,0.068943299,0.012172285,0.022315855,0.004166667,0.018258427,0.018258427,0.018258427,1144972800,4,6,1
Hide and Seek,6.0,0.084269663,0.044734446,0.092259949,0.039325843,0.121722846,0.019230769,0.084269663,0.084269663,0.084269663,1106870400,6,2241,1
Cursed,5.0,0.106741573,0.010403639,0.054059926,0.071161049,0.130461923,0.024358974,0.106741573,0.106741573,0.106741573,1109289600,4,450,0
Miss Congeniality 2: Armed & Fabulous,5.1,0.126404494,0.0356111,0.077457815,0.126404494,0.126404494,0.115384615,0.126404494,0.126404494,0.126404494,1111622400,0,2348,0
Bad News Bears,5.8,0.098314607,0.012030167,0.056816559,0.065543071,0.120162297,0.022435897,0.098314607,0.098314607,0.098314607,1121990400,4,263,0
Fever Pitch,6.2,0.084269663,0.017773371,0.064529773,0.056179775,0.102996255,0.019230769,0.084269663,0.084269663,0.084269663,1112918400,4,692,0
Kinky Boots,7.1,0.063505062,0.003494651,0.052514058,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,1148601600,4,416,0
xXx: State of the Union,4.5,0.31741573,0.024944345,0.041922765,0.31741573,0.31741573,0.28974359,0.31741573,0.31741573,0.31741573,1114732800,0,1023,0
Syriana,6.9,0.140449438,0.033005442,0.07297165,0.065543071,0.202871411,0.032051282,0.140449438,0.140449438,0.140449438,1134086400,6,885,0
North Country,7.3,0.098314607,0.008854582,0.053550386,0.04588015,0.142009988,0.022435897,0.098314607,0.098314607,0.098314607,1129852800,6,401,0
Derailed,6.6,0.061797753,0.020187603,0.069902758,0.032958801,0.075530587,0.028205128,0.061797753,0.092696629,0.061797753,1131667200,5,485,0
