Title,score,budget,gross,Profitability,Marketing Amount,Pre-Production Amount,VFX Amount,Post Production Amount,Music Amount,Distribution Amount,released_epoch,genre_encoded,star_encoded,success
The White Balloon,7.7,0.000421348,0.000324854,0.057366393,0.000196629,0.000608614,9.62e-05,0.000421348,0.000421348,0.000421348,987724800,6,29,1
Georgia,6.6,0.064366879,0.000389887,0.049209897,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,818380800,6,1185,0
Land and Freedom,7.6,0.064366879,8.04e-05,0.048891538,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,827452800,6,1019,0
White Man's Burden,5.3,0.019662921,0.001311748,0.055906977,0.00917603,0.028401998,0.004487179,0.019662921,0.019662921,0.019662921,817776000,6,1319,0
Never Talk to Strangers,5.2,0.017977528,0.002408735,0.057251998,0.009588015,0.021972534,0.008205128,0.017977528,0.026966292,0.017977528,814147200,5,2186,0
Top Dog,4.2,0.016853933,0.001788994,0.056759072,0.016853933,0.016853933,0.015384615,0.016853933,0.016853933,0.016853933,799027200,0,472,0
The Incredibly True Adventure of Two Girls in Love,6.5,0.000702247,0.000776332,0.057794626,0.000468165,0.000858302,0.000160256,0.000702247,0.000702247,0.000702247,803260800,4,1569,1
Jury Duty,4.3,0.063505062,0.005975828,0.055066013,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,797644800,4,2100,0
Rumpelstiltskin,4.5,0.008426966,0.015570088,0.072016997,0.005617978,0.010299625,0.001923077,0.008426966,0.008426966,0.008426966,817171200,4,1808,1
An Awfully Big Adventure,5.9,0.011235955,9.12e-05,0.055735337,0.007490637,0.013732834,0.002564103,0.011235955,0.011235955,0.011235955,806284800,4,1011,0
To vlemma tou Odyssea,7.6,0.064366879,0.013673197,0.062872132,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,878342400,6,967,0
Dr. Jekyll and Ms. Hyde,4.5,0.02247191,0.000970418,0.055194674,0.014981273,0.027465668,0.005128205,0.02247191,0.02247191,0.02247191,809308800,4,2395,0
Jefferson in Paris,5.7,0.039325843,0.000868793,0.052922737,0.01835206,0.048064919,0.008974359,0.039325843,0.039325843,0.039325843,796608000,3,1992,0
Three Wishes,6.1,0.028089888,0.00246818,0.056012691,0.013108614,0.040574282,0.006410256,0.028089888,0.028089888,0.028089888,814752000,6,2074,0
Far from Home: the Adventures of Yellow Dog,6.4,0.128394351,0.004089195,0.044780811,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,789955200,1,1216,0
New Jersey Drive,6.7,0.014044944,0.001252265,0.056568268,0.007490637,0.017166042,0.006410256,0.014044944,0.021067416,0.014044944,798249600,5,2426,0
The Star Maker,7.4,0.064366879,0.000130538,0.04894315,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,826243200,6,2402,0
La fille seule,6.9,0.064366879,8.08e-05,0.04889199,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,846633600,6,2733,0
Magic in the Water,5.5,0.128394351,0.000941512,0.041543336,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,809740800,1,1747,0
Miami Rhapsody,5.4,0.063505062,0.0018338,0.050805829,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,791164800,4,2356,0
Antonia's Line,7.5,0.063505062,0.001492432,0.050454723,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,823219200,4,2763,0
Rough Magic,5.5,0.063505062,8.68e-05,0.049009015,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,864950400,4,319,0
Beyond Rangoon,6.6,0.064606742,0.002019534,0.050855185,0.064606742,0.064606742,0.058974359,0.064606742,0.064606742,0.064606742,809308800,0,2066,0
The Amazing Panda Adventure,5.8,0.128394351,0.002636498,0.043286673,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,809308800,1,2496,0
Nelly & Monsieur Arnaud,7.3,0.064366879,0.00033566,0.049154123,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,835315200,6,774,0
The Walking Dead,4.9,0.042134831,0.002112336,0.053840519,0.042134831,0.042134831,0.038461538,0.042134831,0.042134831,0.042134831,793584000,0,88,0
Panther,6.4,0.064366879,0.002400398,0.051277761,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,799459200,6,1413,0
Space Jam,6.5,0.224719101,0.080926736,0.1114229,0.119850187,0.174781523,0.307692308,0.299625468,0.280898876,0.224719101,848016000,2,1868,0
Independence Day,7.0,0.210674157,0.287084724,0.325268,0.210674157,0.210674157,0.192307692,0.210674157,0.210674157,0.210674157,836352000,0,2762,1
Romeo + Juliet,6.7,0.040730337,0.051823758,0.105150644,0.019007491,0.058832709,0.009294872,0.040730337,0.040730337,0.040730337,846806400,6,1596,1
Scream,7.3,0.039325843,0.060776853,0.114539755,0.026217228,0.039325843,0.017948718,0.039325843,0.058988764,0.039325843,851040000,10,1985,1
Sleepers,7.6,0.123595506,0.05816683,0.101018213,0.065917603,0.151061174,0.056410256,0.123595506,0.185393258,0.123595506,845596800,5,2241,0
From Dusk Till Dawn,7.2,0.053370787,0.009074421,0.059556264,0.053370787,0.053370787,0.048717949,0.053370787,0.053370787,0.053370787,822009600,0,967,0
Fargo,8.1,0.019662921,0.021287929,0.076453005,0.010486891,0.024032459,0.008974359,0.019662921,0.029494382,0.019662921,828662400,5,2766,1
Mission: Impossible,7.1,0.224719101,0.160750549,0.193523795,0.224719101,0.224719101,0.205128205,0.224719101,0.224719101,0.224719101,832723200,0,2636,1
Matilda,6.9,0.101123596,0.011751501,0.056168708,0.06741573,0.123595506,0.023076923,0.101123596,0.101123596,0.101123596,838944000,4,562,0
Trainspotting,8.1,0.064366879,0.00583296,0.05480824,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,839548800,6,804,0
Twister,6.4,0.258426966,0.173666585,0.202473452,0.258426966,0.258426966,0.235897436,0.258426966,0.258426966,0.258426966,831686400,0,980,1
Happy Gilmore,7.0,0.033707865,0.014471913,0.067636375,0.02247191,0.041198502,0.007692308,0.033707865,0.033707865,0.033707865,824428800,4,19,0
101 Dalmatians,5.7,0.210674157,0.112631389,0.145838148,0.210674157,0.210674157,0.192307692,0.210674157,0.210674157,0.210674157,849052800,1,912,1
Crash,6.4,0.025280899,0.000938202,0.054800303,0.011797753,0.036516854,0.005769231,0.025280899,0.025280899,0.025280899,858902400,6,1097,0
Jerry Maguire,7.3,0.140449438,0.096076199,0.137841585,0.093632959,0.171660424,0.032051282,0.140449438,0.140449438,0.140449438,850435200,4,2636,1
The Rock,7.4,0.210674157,0.117679539,0.151030303,0.210674157,0.210674157,0.192307692,0.210674157,0.210674157,0.210674157,834105600,0,2387,1
A Time to Kill,7.5,0.112359551,0.053478342,0.097640922,0.059925094,0.13732834,0.051282051,0.112359551,0.168539326,0.112359551,838166400,5,1803,0
The Craft,6.4,0.042134831,0.008717172,0.060633767,0.019662921,0.060861423,0.009615385,0.042134831,0.042134831,0.042134831,831081600,6,2262,0
Primal Fear,7.7,0.084269663,0.036040502,0.083317999,0.04494382,0.102996255,0.038461538,0.084269663,0.126404494,0.084269663,828489600,5,2212,0
Mars Attacks!,6.3,0.196629213,0.035603179,0.068418782,0.131086142,0.240324594,0.044871795,0.196629213,0.196629213,0.196629213,850435200,4,1048,0
The English Patient,7.4,0.075842697,0.081473961,0.131131215,0.035393258,0.109550562,0.017307692,0.075842697,0.075842697,0.075842697,849830400,6,2169,1
The Long Kiss Goodnight,6.8,0.18258427,0.031418695,0.065921107,0.18258427,0.18258427,0.166666667,0.18258427,0.18258427,0.18258427,844992000,0,875,0
Fear,6.2,0.064366879,0.007316192,0.056333784,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,829267200,6,1752,0
Bottle Rocket,7.0,0.019662921,0.000196706,0.054760126,0.013108614,0.024032459,0.004487179,0.019662921,0.019662921,0.019662921,824860800,4,1691,0
Stealing Beauty,6.6,0.028089888,0.001672602,0.055194418,0.013108614,0.040574282,0.006410256,0.028089888,0.028089888,0.028089888,834710400,6,1202,0
Bound,7.3,0.012640449,0.001335417,0.056834409,0.006741573,0.015449438,0.005769231,0.012640449,0.018960674,0.012640449,844387200,5,1192,0
Sling Blade,8.0,0.002808989,0.00858518,0.065555306,0.001310861,0.004057428,0.000641026,0.002808989,0.002808989,0.002808989,858297600,6,263,1
The Mirror Has Two Faces,6.6,0.117977528,0.014429333,0.056755517,0.078651685,0.144194757,0.026923077,0.117977528,0.117977528,0.117977528,848016000,4,206,0
The Birdcage,7.1,0.087078652,0.065066573,0.112810842,0.058052434,0.106429463,0.019871795,0.087078652,0.087078652,0.087078652,826243200,4,2263,1
That Thing You Do!,6.9,0.073033708,0.012146971,0.060187814,0.048689139,0.089263421,0.016666667,0.073033708,0.073033708,0.073033708,844387200,4,2641,0
The Island of Dr. Moreau,4.5,0.112359551,0.017430098,0.060564353,0.074906367,0.112359551,0.051282051,0.112359551,0.168539326,0.112359551,840758400,10,613,0
Kingpin,6.9,0.075842697,0.008788644,0.056372452,0.050561798,0.092696629,0.017307692,0.075842697,0.075842697,0.075842697,838339200,4,2780,0
The Hunchback of Notre Dame,7.0,0.280898876,0.11426439,0.138486846,0.149812734,0.218476904,0.384615385,0.374531835,0.351123596,0.280898876,835315200,2,629,0
The Frighteners,7.1,0.084269663,0.010311443,0.056854983,0.056179775,0.102996255,0.019230769,0.084269663,0.084269663,0.084269663,837734400,4,1864,0
Eraser,6.1,0.280898876,0.085098212,0.108488663,0.280898876,0.280898876,0.256410256,0.280898876,0.280898876,0.280898876,835315200,0,180,0
Striptease,4.5,0.112359551,0.039796257,0.083568538,0.074906367,0.13732834,0.025641026,0.112359551,0.112359551,0.112359551,835920000,4,629,0
Star Trek: First Contact,7.6,0.126404494,0.051287412,0.093581315,0.126404494,0.126404494,0.115384615,0.126404494,0.126404494,0.126404494,848620800,0,2073,0
Swingers,7.2,0.000561798,0.001599798,0.058659645,0.000374532,0.000686642,0.000128205,0.000561798,0.000561798,0.000561798,860716800,4,2723,1
Escape from L.A.,5.7,0.140449438,0.008948072,0.048228012,0.140449438,0.140449438,0.128205128,0.140449438,0.140449438,0.140449438,839548800,0,1543,0
Beautiful Girls,7.1,0.063505062,0.003722108,0.052748004,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,823824000,4,1791,0
The Cable Guy,6.1,0.132022472,0.036114122,0.077252716,0.088014981,0.161360799,0.030128205,0.132022472,0.132022472,0.132022472,834710400,4,1236,0
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.6,0.010674157,0.007357847,0.063281502,0.007116105,0.013046192,0.002435897,0.010674157,0.010674157,0.010674157,821404800,4,2436,1
Thinner,5.8,0.023876404,0.005379052,0.059548452,0.019101124,0.018570537,0.029059829,0.039794007,0.029845506,0.023876404,846201600,8,2249,0
Hard Eight,7.2,0.008426966,7.82e-05,0.056083147,0.004494382,0.010299625,0.003846154,0.008426966,0.012640449,0.008426966,857088000,5,2136,0
The Nutty Professor,5.6,0.151685393,0.096219645,0.136544182,0.101123596,0.185393258,0.034615385,0.151685393,0.151685393,0.151685393,835920000,4,711,1
Hamlet,7.7,0.050561798,0.001675381,0.052307392,0.023595506,0.073033708,0.011538462,0.050561798,0.050561798,0.050561798,851472000,6,1484,0
Big Night,7.3,0.011516854,0.00421754,0.059943243,0.005374532,0.016635456,0.002628205,0.011516854,0.011516854,0.011516854,843177600,6,2672,0
The Ghost and the Darkness,6.8,0.154494382,0.013563774,0.051169205,0.154494382,0.154494382,0.141025641,0.154494382,0.154494382,0.154494382,844992000,1,1857,0
Courage Under Fire,6.6,0.129213483,0.035423989,0.076904131,0.129213483,0.129213483,0.117948718,0.129213483,0.129213483,0.129213483,837129600,0,640,0
The First Wives Club,6.4,0.073033708,0.063742012,0.113254674,0.048689139,0.089263421,0.016666667,0.073033708,0.073033708,0.073033708,843177600,4,915,1
Set It Off,6.9,0.025280899,0.014607408,0.068859442,0.025280899,0.025280899,0.023076923,0.025280899,0.025280899,0.025280899,847238400,0,1060,1
James and the Giant Peach,6.7,0.106741573,0.010166359,0.053815877,0.056928839,0.083021223,0.146153846,0.142322097,0.133426966,0.106741573,829267200,2,2095,0
DragonHeart,6.5,0.16011236,0.04048381,0.078134701,0.16011236,0.16011236,0.146153846,0.16011236,0.16011236,0.16011236,833500800,0,639,0
Executive Decision,6.4,0.154494382,0.042837608,0.081278114,0.154494382,0.154494382,0.141025641,0.154494382,0.154494382,0.154494382,826848000,0,1543,0
Bio-Dome,4.4,0.042134831,0.004716001,0.056518456,0.028089888,0.051498127,0.009615385,0.042134831,0.042134831,0.042134831,821404800,4,2100,0
Jack,5.8,0.126404494,0.020588656,0.062006836,0.084269663,0.154494382,0.028846154,0.126404494,0.126404494,0.126404494,839548800,4,2263,0
White Squall,6.6,0.106741573,0.003614826,0.047077453,0.106741573,0.106741573,0.097435897,0.106741573,0.106741573,0.106741573,823219200,1,1162,0
D3: The Mighty Ducks,5.5,0.163158987,0.00806221,0.044396435,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,844387200,0,757,0
Broken Arrow,6.0,0.140449438,0.052777363,0.093307592,0.140449438,0.140449438,0.128205128,0.140449438,0.140449438,0.140449438,823824000,0,1319,0
Emma,6.7,0.016853933,0.007808126,0.062949908,0.011235955,0.020599251,0.003846154,0.016853933,0.016853933,0.016853933,841363200,4,940,0
Chain Reaction,5.7,0.140449438,0.021146515,0.060774431,0.140449438,0.140449438,0.128205128,0.140449438,0.140449438,0.140449438,838944000,0,1460,0
Kama Sutra: A Tale of Love,6.0,0.008426966,0.001443182,0.057487102,0.004494382,0.010299625,0.003846154,0.008426966,0.012640449,0.008426966,857088000,5,1974,0
The Crucible,6.8,0.070224719,0.002579023,0.050708164,0.032771536,0.101435705,0.016025641,0.070224719,0.070224719,0.070224719,849052800,6,546,0
Pusher,7.4,0.062819005,5.64e-07,0.049008524,0.033503469,0.076778783,0.028671238,0.062819005,0.094228507,0.062819005,841363200,5,1508,0
Waiting for Guffman,7.5,0.011235955,0.001026951,0.056697762,0.007490637,0.013732834,0.002564103,0.011235955,0.011235955,0.011235955,854668800,4,461,0
Secrets & Lies,8.0,0.012640449,0.004712375,0.0603077,0.008426966,0.015449438,0.002884615,0.012640449,0.012640449,0.012640449,857088000,4,2624,0
Daylight,5.9,0.224719101,0.055918055,0.085700812,0.224719101,0.224719101,0.205128205,0.224719101,0.224719101,0.224719101,849830400,0,2539,0
Last Man Standing,6.4,0.188202247,0.016600953,0.049958198,0.188202247,0.188202247,0.171794872,0.188202247,0.188202247,0.188202247,843177600,0,334,0
The Arrival,6.2,0.070224719,0.004939275,0.053135745,0.037453184,0.070224719,0.016025641,0.070224719,0.070224719,0.070224719,833500800,13,399,0
Ransom,6.7,0.224719101,0.108698953,0.139987356,0.224719101,0.224719101,0.205128205,0.224719101,0.224719101,0.224719101,847411200,0,1827,0
Beavis and Butt-Head Do America,6.8,0.033707865,0.022168222,0.075552232,0.017977528,0.026217228,0.046153846,0.04494382,0.042134831,0.033707865,851040000,2,1909,1
Fly Away Home,6.8,0.061797753,0.008830925,0.058222116,0.061797753,0.061797753,0.056410256,0.061797753,0.061797753,0.061797753,842572800,1,1163,0
Tin Cup,6.4,0.126404494,0.018914623,0.060285049,0.084269663,0.154494382,0.028846154,0.126404494,0.126404494,0.126404494,840153600,4,1495,0
Barb Wire,3.4,0.025280899,0.00133238,0.055205726,0.025280899,0.025280899,0.023076923,0.025280899,0.025280899,0.025280899,831081600,0,2056,0
Breaking the Waves,7.8,0.064366879,0.001344599,0.050191843,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,847843200,6,765,0
The Phantom,5.0,0.126404494,0.006084239,0.047088661,0.126404494,0.126404494,0.115384615,0.126404494,0.126404494,0.126404494,834105600,0,269,0
The Fan,5.9,0.154494382,0.006541907,0.043947029,0.154494382,0.154494382,0.141025641,0.154494382,0.154494382,0.154494382,840153600,0,2241,0
Eye for an Eye,6.2,0.056179775,0.009439854,0.059570887,0.029962547,0.06866417,0.025641026,0.056179775,0.084269663,0.056179775,821404800,5,2323,0
2 Days in the Valley,6.5,0.063505062,0.003909816,0.052941066,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,843782400,4,2584,0
Trees Lounge,7.1,0.003651685,0.000263321,0.056887684,0.002434457,0.004463171,0.000833333,0.003651685,0.003651685,0.003651685,844992000,4,2504,0
The People vs. Larry Flynt,7.3,0.101123596,0.007129831,0.051415199,0.047191011,0.123595506,0.023076923,0.101123596,0.101123596,0.101123596,852854400,3,2780,0
Freeway,6.8,0.008426966,0.000103782,0.056109494,0.005617978,0.010299625,0.001923077,0.008426966,0.008426966,0.008426966,873244800,4,2193,0
Kazaam,3.0,0.056179775,0.00665108,0.056702559,0.037453184,0.06866417,0.012820513,0.056179775,0.056179775,0.056179775,837561600,4,2425,0
Down Periscope,6.2,0.087078652,0.013189499,0.059453905,0.058052434,0.106429463,0.019871795,0.087078652,0.087078652,0.087078652,825638400,4,1478,0
Michael,5.7,0.063505062,0.042047015,0.09216618,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,851472000,4,1319,1
Mulholland Falls,6.3,0.081460674,0.004048157,0.050774264,0.043445693,0.099563046,0.037179487,0.081460674,0.122191011,0.081460674,830476800,5,1992,0
Jingle All the Way,5.6,0.168539326,0.045599284,0.082312394,0.168539326,0.168539326,0.153846154,0.168539326,0.168539326,0.168539326,848620800,1,180,0
She's the One,6.0,0.009831461,0.003350236,0.05926794,0.006554307,0.01201623,0.00224359,0.009831461,0.009831461,0.009831461,840758400,4,718,0
Brassed Off,7.2,0.063505062,0.000904993,0.049850526,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,864345600,4,2111,0
Shine,7.7,0.015449438,0.012643473,0.068103808,0.007209738,0.018882647,0.003525641,0.015449438,0.015449438,0.015449438,855878400,3,882,1
Black Sheep,6.3,0.063505062,0.011385736,0.060630247,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,823219200,4,426,0
Maximum Risk,5.5,0.070224719,0.005093512,0.053294382,0.070224719,0.070224719,0.064102564,0.070224719,0.070224719,0.070224719,842572800,0,1157,0
One Fine Day,6.5,0.063505062,0.034253992,0.084150851,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,851040000,4,1897,1
Lone Star,7.4,0.014044944,0.004358241,0.059762846,0.006554307,0.020287141,0.003205128,0.014044944,0.014044944,0.014044944,835315200,6,423,0
Michael Collins,7.2,0.070224719,0.003911078,0.052078218,0.032771536,0.085830212,0.016025641,0.070224719,0.070224719,0.070224719,846201600,3,1608,0
Phenomenon,6.4,0.08988764,0.053397694,0.100447858,0.041947566,0.129837703,0.020512821,0.08988764,0.08988764,0.08988764,836352000,6,1319,1
Harriet the Spy,5.9,0.033707865,0.009331841,0.062349676,0.02247191,0.041198502,0.007692308,0.033707865,0.033707865,0.033707865,836956800,4,1899,0
Flipper,5.3,0.071713483,0.007052435,0.055117731,0.071713483,0.071713483,0.065461538,0.071713483,0.071713483,0.071713483,832291200,1,2083,0
Evita,6.3,0.154494382,0.049538104,0.088169751,0.072097378,0.188826467,0.03525641,0.154494382,0.154494382,0.154494382,852854400,3,1702,0
Diabolique,5.4,0.064366879,0.006005896,0.05498611,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,827452800,6,2432,0
Bordello of Blood,5.4,0.036516854,0.002030399,0.054478715,0.024344569,0.04463171,0.008333333,0.036516854,0.036516854,0.036516854,840153600,4,638,0
Spy Hard,5.4,0.050561798,0.009468865,0.060323196,0.050561798,0.050561798,0.046153846,0.050561798,0.050561798,0.050561798,832896000,0,1601,0
The Substitute,6.0,0.163158987,0.005204389,0.04145709,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,829872000,0,2634,0
Marvin's Room,6.7,0.064606742,0.004496733,0.053403049,0.030149813,0.093320849,0.01474359,0.064606742,0.064606742,0.064606742,857088000,6,1841,0
Multiplicity,6.1,0.126404494,0.007401894,0.048443904,0.084269663,0.154494382,0.028846154,0.126404494,0.126404494,0.126404494,837561600,4,1869,0
House Arrest,5.8,0.063505062,0.002470029,0.051460208,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,839980800,4,1107,0
Everyone Says I Love You,6.7,0.056179775,0.003427593,0.053387117,0.037453184,0.06866417,0.012820513,0.056179775,0.056179775,0.056179775,853459200,4,2779,0
A Very Brady Sequel,5.8,0.033707865,0.007530347,0.060496792,0.02247191,0.041198502,0.007692308,0.033707865,0.033707865,0.033707865,840758400,4,2441,0
The Crow: City of Angels,4.7,0.036516854,0.006292848,0.058862756,0.036516854,0.036516854,0.033333333,0.036516854,0.036516854,0.036516854,841363200,0,2727,0
Basquiat,6.9,0.009269663,0.001057582,0.056982131,0.004325843,0.011329588,0.002115385,0.009269663,0.009269663,0.009269663,839548800,3,1171,0
The Quest,5.6,0.084269663,0.020160022,0.066984507,0.084269663,0.084269663,0.076923077,0.084269663,0.084269663,0.084269663,830476800,0,1157,0
Muppet Treasure Island,7.0,0.163158987,0.012056348,0.048504511,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,824428800,0,2614,0
Hellraiser: Bloodline,5.1,0.011235955,0.003279269,0.05901433,0.007490637,0.011235955,0.005128205,0.011235955,0.016853933,0.011235955,826243200,10,333,0
Manny & Lo,6.6,0.001404494,0.000176421,0.057087293,0.00093633,0.001716604,0.000320513,0.001404494,0.001404494,0.001404494,838339200,4,2366,0
Beautiful Thing,7.6,0.063505062,0.000543725,0.049478953,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,844819200,4,908,0
The Chamber,6.0,0.140449438,0.007916547,0.047167061,0.074906367,0.171660424,0.064102564,0.140449438,0.210674157,0.140449438,844992000,5,434,0
Blood and Wine,6.0,0.061797753,0.000384466,0.04953471,0.032958801,0.075530587,0.028205128,0.061797753,0.092696629,0.061797753,856483200,5,1048,0
Jude,6.9,0.019662921,0.000143698,0.054705606,0.00917603,0.028401998,0.004487179,0.019662921,0.019662921,0.019662921,845596800,6,458,0
Bulletproof,5.8,0.070224719,0.007941693,0.05622381,0.070224719,0.070224719,0.064102564,0.070224719,0.070224719,0.070224719,841968000,0,530,0
Mad Dog Time,5.4,0.02247191,3.79e-05,0.054235541,0.014981273,0.027465668,0.005128205,0.02247191,0.02247191,0.02247191,847411200,4,1865,0
Irma Vep,7.1,0.063505062,0.000102569,0.049025212,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,862358400,4,1706,0
Mrs. Winterbourne,6.2,0.070224719,0.003540967,0.051697548,0.046816479,0.085830212,0.016025641,0.070224719,0.070224719,0.070224719,829872000,4,2447,0
The Portrait of a Lady,6.2,0.064366879,0.001296985,0.050142871,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,853459200,6,2000,0
Foxfire,6.2,0.064366879,9.46e-05,0.048906168,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,840758400,6,979,0
The Glimmer Man,5.4,0.126404494,0.007147701,0.048182459,0.126404494,0.126404494,0.115384615,0.126404494,0.126404494,0.126404494,844387200,0,2516,0
Up Close & Personal,6.2,0.168539326,0.03536354,0.071784661,0.078651685,0.243445693,0.038461538,0.168539326,0.168539326,0.168539326,825638400,6,2253,0
The Juror,5.7,0.123595506,0.007991836,0.04941191,0.065917603,0.151061174,0.056410256,0.123595506,0.185393258,0.123595506,823219200,5,629,0
Flirting with Disaster,6.7,0.019662921,0.00516374,0.059868851,0.013108614,0.024032459,0.004487179,0.019662921,0.019662921,0.019662921,829267200,4,231,0
Homeward Bound II: Lost in San Francisco,6.0,0.128394351,0.011510242,0.052413552,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,826243200,1,1864,0
Joe's Apartment,5.5,0.036516854,0.001622274,0.054058948,0.024344569,0.04463171,0.008333333,0.036516854,0.036516854,0.036516854,838339200,4,1210,0
Ghosts of Mississippi,6.7,0.101123596,0.004679309,0.048894772,0.047191011,0.146067416,0.023076923,0.101123596,0.101123596,0.101123596,852249600,6,53,0
A Summer's Tale,7.6,0.063505062,6.96e-05,0.048991287,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,1403222400,4,1838,0
The Preacher's Wife,5.6,0.112359551,0.016894498,0.060013474,0.074906367,0.13732834,0.025641026,0.112359551,0.112359551,0.112359551,850435200,4,640,0
Jane Eyre,6.8,0.064366879,0.001826537,0.050687529,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,829267200,6,2767,0
If Lucy Fell,4.9,0.014044944,0.000850001,0.056154528,0.009363296,0.017166042,0.003205128,0.014044944,0.014044944,0.014044944,826243200,4,2356,0
SubUrbia,6.8,0.063505062,0.00023066,0.049156957,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,867888000,4,907,0
First Strike,6.6,0.163158987,0.007688427,0.044011989,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,852854400,0,1052,0
Bad Moon,5.8,0.019662921,0.000372382,0.054940814,0.013108614,0.019662921,0.008974359,0.019662921,0.029494382,0.019662921,846806400,10,1734,0
Dunston Checks In,5.4,0.128394351,0.003466881,0.044140744,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,821404800,1,1123,0
Carpool,5.0,0.047752809,0.001168024,0.052146797,0.031835206,0.058364544,0.010897436,0.047752809,0.047752809,0.047752809,840758400,4,2632,0
The Daytrippers,7.0,0.063505062,0.000737441,0.049678195,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,857520000,4,999,0
Before and After,6.1,0.098314607,0.003089947,0.047621307,0.052434457,0.120162297,0.044871795,0.098314607,0.14747191,0.098314607,825033600,5,1841,0
Citizen Ruth,7.0,0.008426966,0.000100136,0.056105744,0.005617978,0.010299625,0.001923077,0.008426966,0.008426966,0.008426966,850435200,4,1566,0
Extreme Measures,6.2,0.106741573,0.006104188,0.049637827,0.056928839,0.130461923,0.048717949,0.106741573,0.16011236,0.106741573,843782400,5,1011,0
Female Perversions,5.4,0.064366879,0.000325562,0.049143736,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,861926400,6,2611,0
A Thin Line Between Love and Hate,5.7,0.02247191,0.01250324,0.067056486,0.014981273,0.027465668,0.005128205,0.02247191,0.02247191,0.02247191,828489600,4,1766,1
Kissed,6.4,0.064366879,0.000115624,0.04892781,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,860716800,6,1935,0
The Truth About Cats & Dogs,6.3,0.063505062,0.012244044,0.061513039,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,830476800,4,2697,0
The Whole Wide World,7.1,0.003651685,0.000131972,0.056752588,0.00170412,0.004463171,0.000833333,0.003651685,0.003651685,0.003651685,851040000,3,2725,0
Dear God,5.4,0.061797753,0.002507167,0.051717965,0.041198502,0.075530587,0.014102564,0.061797753,0.061797753,0.061797753,846806400,4,925,0
Bed of Roses,6.1,0.064366879,0.009593665,0.058676225,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,822614400,6,447,0
The Pallbearer,5.0,0.02247191,0.001986617,0.056239862,0.014981273,0.027465668,0.005128205,0.02247191,0.02247191,0.02247191,831081600,4,609,0
Lawnmower Man 2: Beyond Cyberspace,2.5,0.042134831,0.00084616,0.052538223,0.042134831,0.042134831,0.038461538,0.042134831,0.042134831,0.042134831,821404800,0,2067,0
